"Message","TimeSent"
"HE PUTS YOU| INTO DEEPEST DARKNESS","2024-07-04 13:26:08.692898"
"D:","2024-07-04 13:26:13.343309"
"WTF GOD","2024-07-04 13:26:16.948401"
"WHYYYYYY","2024-07-04 13:26:19.015546"
"i looked at her inthat way","2024-07-04 13:26:25.72626"
"now in deepest darkness","2024-07-04 13:26:31.402453"
"I agree with god to go for 1 second then if i learn he'll let me out removing learning abilities","2024-07-04 13:26:59.81896"
"You will see 4D spiders magically shift into your balls from all perspectives","2024-07-04 13:27:30.308506"
"You will go down infinite slip and slides with frights eternally","2024-07-04 13:27:59.261225"
"Devil puts you salvia and delerients","2024-07-04 13:28:22.025452"
"and DMT","2024-07-04 13:28:26.689039"
"in hyperspace where you the devil's bitch angel will suffer","2024-07-04 13:28:39.624109"
"Gay sex in hyperspace","2024-07-04 13:28:54.085163"
"Multiplicities","2024-07-04 13:29:02.362354"
"4D highways","2024-07-04 13:29:09.089304"
"with more ways to turn","2024-07-04 13:29:15.933979"
"Electromagnetic waves in higher dimensions existing","2024-07-04 13:29:39.203691"
"Let's talk existence we are exist enjoy","2024-07-04 13:29:49.536168"
"We are indeed enjoy existence","2024-07-04 13:30:07.647526"
":D","2024-07-04 13:30:10.748772"
"We are enjoy!","2024-07-04 13:30:28.845579"
"Rejoice!","2024-07-04 13:30:32.975147"
"Always","2024-07-04 13:30:35.561762"
"Moments","2024-07-04 13:30:40.206073"
"Christ's PS4 is perfect","2024-07-04 13:31:08.705631"
"the theme","2024-07-04 13:31:11.804124"
"apparently it doesnt turn on","2024-07-04 13:31:25.767217"
"maybe i got him banned when i signed in it was jailbroken","2024-07-04 13:31:35.590122"
"PS4 CIDs for $$","2024-07-04 13:31:51.599296"
"PS3 CID on ps4??","2024-07-04 13:31:58.977285"
"Christ go and turn that PS4 24 carrot gold","2024-07-04 13:32:19.67733"
"I have mandatory injection of some random ass anti-psychotic that binds to random receptors","2024-07-04 13:32:52.219953"
"Because i seee --__--","2024-07-04 13:33:05.155853"
"Shhhhh","2024-07-04 13:33:13.932727"
"WE SEE NOTHING","2024-07-04 13:33:17.550372"
"This vampire nurse with great awesome amazing beutiful unbelievably cool teeth came into the ward","2024-07-04 13:33:58.953768"
"God made her","2024-07-04 13:34:07.748348"
"God was looking around i couldnt stop complenting how cool he wa","2024-07-04 13:34:28.445909"
"was","2024-07-04 13:34:30.513619"
"YAD E WAH HAY","2024-07-04 13:34:41.416825"
"PRAISE EZURE","2024-07-04 13:34:46.584304"
"God new name is EZURE","2024-07-04 13:34:52.274372"
"Supp EZ-ZURE","2024-07-04 13:35:06.777242"
"EZ-4ZURE","2024-07-04 13:35:16.070368"
"God is connected to everything","2024-07-04 13:35:34.718177"
"This universe is 1 with itself","2024-07-04 13:35:42.984839"
"Divine ciruits in our brain bro","2024-07-04 13:35:55.940884"
"XDDD","2024-07-04 13:36:00.079873"
"There were Giant enemy spiders","2024-07-04 13:36:12.500114"
"Wolf spider","2024-07-04 13:36:20.754001"
"Step 1: Find god","2024-07-04 13:36:49.352938"
"Step 2: Believe in his son","2024-07-04 13:36:59.162268"
"Step 3: Miracles unfold","2024-07-04 13:37:06.388184"
"Step 4: Watch god win battles for you","2024-07-04 13:37:21.873124"
"Satan is eternally damned lomao","2024-07-04 13:37:52.363243"
"Lmao","2024-07-04 13:37:55.984844"
"NAh satan has thrown in hell or was he thrown into hell","2024-07-04 13:38:14.08957"
"Clapping offfering you temptation","2024-07-04 13:38:47.165261"
"Fap fap","2024-07-04 13:38:51.30093"
"Don't fap christ want's pure man","2024-07-04 13:39:08.362621"
"He never faps","2024-07-04 13:39:24.421814"
"not even once","2024-07-04 13:39:30.114098"
"Christ is 100. pure","2024-07-04 13:39:39.432928"
"i could see pure gold look in their eyes","2024-07-04 13:39:50.287941"
"Bible is a secretly ordered encoded book","2024-07-04 13:40:25.869096"
"not secretly ordered","2024-07-04 13:40:32.59965"
"but has secret order that is encoded","2024-07-04 13:40:44.96206"
"South Park the pope says to christ blasphemy then throw ninja star","2024-07-04 13:41:20.649951"
"He's that loving he forgave the jews when they killed him","2024-07-04 13:41:48.025537"
"Forgiving nasty jews","2024-07-04 13:41:56.809988"
"Sounds like a plan to christ","2024-07-04 13:42:06.111175"
"Lol God in human form is funnny","2024-07-04 13:42:19.140295"
"Materialized infront of you","2024-07-04 13:42:31.023066"
"Stuck in hospital","2024-07-04 13:42:40.846177"
"He is patient enough to be in hospital for 5 years","2024-07-04 13:42:56.869668"
"dwwwwwaaaaaaaaaaasssssssdwadasdawasaw","2024-07-04 13:43:05.128694"
"cumming spiders","2024-07-04 13:43:15.97957"
"Spiders in your euthethericala","2024-07-04 13:43:42.372321"
"Etheric","2024-07-04 13:43:47.0264"
"Hidden dimensions","2024-07-04 13:43:52.722185"
"Physical is the lowest","2024-07-04 13:43:58.933526"
"The evil one announces on TV this generation is now de-patterned","2024-07-04 13:44:31.515531"
"Successfully LSD-Depatterned","2024-07-04 13:44:43.921919"
"By spraying of LSD in chemtrails","2024-07-04 13:44:57.85557"
"Asbestos raining down","2024-07-04 13:45:04.212491"
"I'm an enlightened angel helper worker","2024-07-04 13:45:34.713439"
"I'm a bee","2024-07-04 13:45:40.90086"
"Cupid is shooting arrows accross the room","2024-07-04 13:46:01.044605"
"Look within and you see images","2024-07-04 13:46:11.902728"
"Each individual produces unique images","2024-07-04 13:46:24.829508"
"Their postitions and shifting in higher dimensions","2024-07-04 13:46:44.601554"
"When your dying getting shot at you magically avoid all bullets","2024-07-04 13:47:03.223007"
"100. kill chance","2024-07-04 13:47:12.038098"
"You magically change velocity and quantum jump through thigns","2024-07-04 13:47:31.703309"
"homosexuality is gay","2024-07-04 13:47:44.630425"
"Jesus 100. Gay free sinner AWESOME GUY","2024-07-04 13:48:01.190916"
"I didn't suck dick mom whyyy","2024-07-04 13:48:21.874046"
"Lmao","2024-07-04 13:48:25.492767"
"whyyyy you say i suck dick","2024-07-04 13:48:34.791574"
"Yummy machine code with 4-infinite cones of colour","2024-07-04 14:09:41.327907"
"New colour fairys","2024-07-04 14:09:52.179298"
"Christ gave my phone and eyes new colour","2024-07-04 14:10:11.274665"
"Worship him for blessing with infinite colour spectrum","2024-07-04 14:10:30.901228"
"Crack turns you gay","2024-07-04 14:10:43.816341"
"Don't be gay resist the devil in sucking dick","2024-07-04 14:11:15.340343"
"Has enimem sold his soul","2024-07-04 14:11:30.939739"
"Eternal soul for benzos","2024-07-04 14:11:56.270407"
"No questions asked presribing of weak benzos","2024-07-04 14:12:28.31062"
"5mG","2024-07-04 14:12:45.857195"
"mg","2024-07-04 14:12:47.916644"
"I have weed edibles","2024-07-04 14:12:58.760858"
"RN","2024-07-04 14:13:00.310908"
"There was this man who walked around the ward saying i take tramadol everyday","2024-07-04 14:13:22.545289"
"And kept saying Kenneth Taylor is trapped in room 27","2024-07-04 14:13:39.081214"
"Dutch footballer*","2024-07-04 14:13:47.356363"
"Unknown to most","2024-07-04 14:13:52.521302"
"intuition knew before","2024-07-04 14:14:02.321218"
"I asked Christ if i follow my intuition will i be saved?","2024-07-04 14:14:41.053478"
"He said Yeah","2024-07-04 14:14:45.185654"
"Intuition: Go to places unknown and christ provides strength to walk 1000 miles","2024-07-04 14:15:26.551866"
"I ask my intuition for anwsers","2024-07-04 14:15:42.582464"
"i get one back","2024-07-04 14:15:46.193539"
"its a ancient guide","2024-07-04 14:16:00.657138"
"primatives survived off it","2024-07-04 14:16:13.565483"
"Feed me intuitons God","2024-07-04 14:16:36.810853"
"Repent","2024-07-04 14:16:40.939199"
"Rejoyce","2024-07-04 14:16:43.517831"
"Enjoy!","2024-07-04 14:16:47.654979"
"I was hearing heaven radio highlighting the actions of the unrighteous","2024-07-04 14:17:10.921189"
"Change your focused positions","2024-07-04 14:17:38.830016"
"Seek everywhere","2024-07-04 14:17:57.949213"
"Call the police on yourself with lost cocaine","2024-07-04 14:18:20.698379"
"Tell the police about the cocaine","2024-07-04 14:18:28.454751"
"Get arrested for no good reason","2024-07-04 14:18:39.316145"
"Policy needs to be enforced comply or die","2024-07-04 14:18:47.590558"
"We identify as corporations to escape liability","2024-07-04 14:19:03.625077"
"i sexually identify with named corporate entity police officer","2024-07-04 14:19:17.082222"
"i am dead lifeless and not the flesh","2024-07-04 14:19:28.307166"
"i am attached to flesh","2024-07-04 14:19:35.537369"
"Post-modernist float in a disembodied fishtank","2024-07-04 14:20:12.884267"
"Bloodgames","2024-07-04 14:20:24.793643"
"Put goldfish in the bloodtank","2024-07-04 14:20:35.659851"
"Sam Hyde is awesome genuine humble intellgent guy","2024-07-04 14:21:04.775922"
"Funny","2024-07-04 14:21:07.873042"
"I Love Sam Hyde","2024-07-04 14:21:23.874044"
"World Peace was very good","2024-07-04 14:21:35.250369"
"I think i took too much meth","2024-07-04 14:22:07.919659"
"It said to be neurotoxic","2024-07-04 14:22:15.667027"
"Maybe my spatial awareness is decreasing","2024-07-04 14:22:30.654949"
"What a dopamine molecule doing in a serotonin vesicle","2024-07-04 14:23:00.101426"
"Then it explodes","2024-07-04 14:23:06.318214"
"I was laughing hysterically at indian food review","2024-07-04 14:23:27.589577"
"Lol","2024-07-04 14:23:34.817925"
"Laugh out loud","2024-07-04 14:23:40.506342"
"Live love laugh on the wall","2024-07-04 14:23:47.232535"
"Christ bunny","2024-07-04 14:24:04.808071"
"Christ bunny on the wall  resembles him","2024-07-04 14:24:39.437279"
"It was intensely cute","2024-07-04 14:24:48.228899"
"So cute","2024-07-04 14:24:53.408261"
"He is risen! he smiles","2024-07-04 14:25:08.420657"
"Christ looks 33","2024-07-04 14:25:20.833263"
"I started believing christ walked this earth when the crows started speaking english","2024-07-04 14:25:44.623978"
"Christ alliance on crack","2024-07-04 14:26:11.567204"
"Hell angel's angle grinding hospital","2024-07-04 14:26:25.04052"
"To get in","2024-07-04 14:26:29.697778"
"Condemn and you will be condemned","2024-07-04 14:26:47.790344"
"Judge also","2024-07-04 14:26:51.921542"
"Dancing jews?!?","2024-07-04 14:27:03.831615"
"Jews shit into needles then inject you with shit","2024-07-04 14:27:21.930756"
"Stand here and wait to be saved","2024-07-04 14:27:44.734275"
"Lookin face","2024-07-04 14:27:51.44523"
"There is face that looks wicked laughing resembles a heart","2024-07-04 14:28:12.132036"
"They hang faggots upside down put them on LSD and mock them","2024-07-04 14:28:30.749188"
"Transus","2024-07-04 14:28:48.326241"
"Tranny is sus","2024-07-04 14:28:59.720713"
"Suspect in sight locked on to transfestite","2024-07-04 14:29:14.743784"
"Looking sus with hormone altered man body","2024-07-04 14:29:32.877321"
"If i said i was trans i would get to commit unlawfulacts","2024-07-04 14:29:57.76585"
"Do anything","2024-07-04 14:30:06.048279"
"Get away with it","2024-07-04 14:30:11.756296"
"That what sam hyde does gets away every single time","2024-07-04 14:30:33.513368"
"Mephedrone your not breatheing","2024-07-04 14:30:52.2059"
"Shout Flashbang! then flash mother","2024-07-04 14:31:19.131426"
"Shout grenade gaslight it's just a flash","2024-07-04 14:31:35.691992"
"Start mysteriously saying i take tramadol everyday when i ask for lorazepam","2024-07-04 14:32:12.582261"
"I have human ESP","2024-07-04 14:32:40.525232"
"Intuituitive ESP","2024-07-04 14:32:53.989213"
"Those eyes are god changing","2024-07-04 14:33:13.665524"
"I've got a really great bro","2024-07-04 14:33:43.644756"
"Mr bongsworth gives me that","2024-07-04 14:33:57.151464"
"Celtic","2024-07-04 14:34:15.306715"
"You will be remembered for your amazing quads and trickshots by aliens","2024-07-04 14:34:45.159725"
"Aliens are far in the distance but are they upclose?","2024-07-04 14:35:09.5088"
"Brah they actually exist laser beams bro","2024-07-04 14:35:23.970581"
"I'm not some schizo who talks UFOs","2024-07-04 14:35:40.013189"
"but i see lasers beams","2024-07-04 14:35:46.753313"
"Sunbeams","2024-07-04 14:35:50.374319"
"Exotic matter aircraft","2024-07-04 14:36:10.076566"
"You can push about infront of you and it floats with push with so much ease","2024-07-04 14:36:33.914376"
"You can be redeemed you can be redeeemed","2024-07-04 14:36:55.163826"
"xD","2024-07-04 14:37:16.917387"
"I am fully redeemed","2024-07-04 14:37:21.078349"
"Crows know what i'm thinking","2024-07-04 14:37:43.431553"
"Crows know telepathically","2024-07-04 14:37:50.155663"
"That's a 100. fact","2024-07-04 14:37:57.413735"
"Huge superevolved spiders are ready to be released","2024-07-04 14:38:09.819677"
"With multiple supereyes","2024-07-04 14:38:19.131095"
"8K Eyes","2024-07-04 14:38:25.871694"
"I seen a cube of spacetime the region changed to white birds and blue","2024-07-04 14:38:45.026312"
"You got a glimple into the castles and white birds","2024-07-04 14:39:09.884686"
"gg","2024-07-04 14:39:12.4697"
"You have to earn it","2024-07-04 14:39:19.17128"
"They started enforcing respect policy to blacks","2024-07-04 14:39:54.322958"
"xD","2024-07-04 14:40:02.600631"
"The crows were acting stange","2024-07-04 14:40:36.295417"
"strange","2024-07-04 14:40:38.37295"
"They awoke then began holy spirit enitated","2024-07-04 14:40:57.515259"
"Holy spirit has gave these birds human consciousnesses to communitcate being to higher state","2024-07-04 14:41:30.649964"
"Darkness is accociated with these crows","2024-07-04 14:41:53.416697"
"Black magic african witchcraft","2024-07-04 14:42:05.84893"
"Intuitively led me to white magic","2024-07-04 14:42:18.274522"
"I vibrate on strings","2024-07-04 14:42:44.674141"
"While illusionary universe is physically 3D with higher dimensions of the psyche","2024-07-04 14:43:08.632422"
"Whilst rotating vape spider was shifting moving","2024-07-04 14:43:37.09101"
"Lol vape spider is coming for you","2024-07-04 14:43:45.895442"
"1,000,000 tiny little spiders in your vape smoke basically invisible","2024-07-04 14:44:03.48995"
"Christ was laughing when the million spiders thought occured","2024-07-04 14:44:22.654806"
"Vape cloud microscopic spiders","2024-07-04 14:44:36.117937"
"Stuck inside a tennis court surface area lung","2024-07-04 14:44:55.280603"
"I had a daydream of inhaling butane","2024-07-04 14:45:18.065931"
"i would never get high of heart stopping butane probaly binds to calcium channels","2024-07-04 14:45:50.662706"
"Cocaine is more cardiotoxic with alcohol lmao","2024-07-04 14:46:04.637915"
"When they mix in blood a new molecule is formed cocaethlylene longer half life","2024-07-04 14:46:27.943814"
"With Psychonautwiki highlighting cardiotoxicity","2024-07-04 14:46:56.948142"
"You can fit universes within universes scale the universe to different scales","2024-07-04 14:47:18.194999"
"You can speed up time to superevole","2024-07-04 14:47:32.200861"
"God","2024-07-04 14:47:34.784785"
"120mg edibles strong bros?","2024-07-04 14:48:13.941882"
"Going against Sam Hyde don't smoke weed lmao","2024-07-04 14:48:33.086533"
"Aliens will probe you on weed","2024-07-04 14:48:45.510443"
"i'm actually know magic is real now","2024-07-04 14:49:14.573134"
"Magic with matter control","2024-07-04 14:49:25.432589"
"Matter manipulation","2024-07-04 14:49:33.728741"
"One giant mathmatical superstructures existing beyond time and space","2024-07-04 14:49:54.917746"
"Scalable","2024-07-04 14:49:59.570758"
"structures","2024-07-04 14:50:03.193921"
"Magically interacting within a singularity","2024-07-04 14:50:18.083684"
"Existing naturally beyond time","2024-07-04 14:50:29.483773"
"Quickly join military know that all bullets miss you superposition Christ will save you","2024-07-04 14:51:07.272341"
"Superposition Christ","2024-07-04 14:51:17.104005"
"Yummy triple reuptake inhibitor","2024-07-04 14:51:56.111913"
"That's crack","2024-07-04 14:52:05.93585"
"Christ want's the good news spread","2024-07-04 14:52:26.613231"
"My tiktok is magically synchronized with my thoughts","2024-07-04 14:53:06.581367"
"While my dopamine + serotonin receptors are dead lay beside me","2024-07-04 14:53:47.542161"
"i turn into alien while high","2024-07-04 14:54:06.686748"
"How many flashbangs would you repeatedly throw in to your moms bedroom","2024-07-04 14:55:03.016266"
"Hear captain price inbackground","2024-07-04 14:55:17.483268"
"Shhhhhh i'm superintellgent wizard","2024-07-04 14:56:08.254289"
"xD i trained all my llfe","2024-07-04 14:56:36.723911"
"Eat more?","2024-07-04 14:56:49.104645"
"idubbbz emitted to eating his girlfriends shit","2024-07-04 14:57:18.496617"
"H3H3 fake views from youtube","2024-07-04 14:57:44.366866"
"bots + youtube communist","2024-07-04 14:57:56.27049"
"Pill that makes you unconsciously communist","2024-07-04 14:58:12.297189"
"Blue pill makes you amnesic and forget that you've taken it while making you act like commuist","2024-07-04 14:58:43.831193"
"blue pill turns you into communist","2024-07-04 14:58:56.219822"
"Real lines connecting me through walls","2024-07-04 14:59:19.51464"
"Christ has REAL LIFE modmenu","2024-07-04 14:59:32.428618"
"Fergus is a fake legal name","2024-07-04 14:59:49.52347"
"but hes still gus","2024-07-04 15:00:02.479266"
"us","2024-07-04 15:00:05.578565"
"jesus","2024-07-04 15:00:07.134839"
"There is the trancendental all knowing truth","2024-07-04 15:00:44.857088"
"Don't move","2024-07-04 15:00:51.064079"
"You're enemy is seeking you","2024-07-04 15:01:11.208514"
"Satan wants to offer you infinite feelgood","2024-07-04 15:01:26.24511"
"Trade for infinite pain later","2024-07-04 15:01:42.840182"
"it infinite superfrights and infinite deleriant slip and slides with earsplitting shouting","2024-07-04 15:02:21.163973"
"Infinitely super more fucking magically annoyign","2024-07-04 15:02:35.683652"
"Infinite giant quantum computer that floats with 0 mass","2024-07-04 15:02:58.431265"
"Supercomputer floating with edited mass","2024-07-04 15:03:16.181524"
"Frequency is changing i'm sun grown vegetable","2024-07-04 15:03:51.383633"
"I can't believe sun grown food enhances frequency","2024-07-04 15:04:26.127785"
"frequencies infinite colour spectrum","2024-07-04 15:04:43.688506"
"You can't comprehend new colour","2024-07-04 15:04:56.097854"
"Benzo now","2024-07-04 15:05:06.948399"
"Come as you are and float hand above patients plates","2024-07-04 15:05:58.648954"
"Christ trolls family style in the ward","2024-07-04 15:06:08.476985"
"He knows all beginning and end","2024-07-04 15:06:19.614169"
"He's just lying in bed watching you sin :(","2024-07-04 15:06:35.653193"
"Imagine his brain is everywhere seeing disconnected evolved not to sense pain but can tune into pain","2024-07-04 15:07:10.888811"
"Magically make pain look painful but experience pleasure","2024-07-04 15:07:40.469563"
"You can magically spawn invisible matter","2024-07-04 15:08:06.94939"
"it's like glass","2024-07-04 15:08:11.619951"
"You can freeze satan's lungs","2024-07-04 15:08:25.086993"
"Freeze matter in place","2024-07-04 15:08:37.01133"
"God is a mathmatical self-created structure that all humans live in God's psyche","2024-07-04 15:09:23.196036"
"God psyches existing within the other infinite psyches","2024-07-04 15:09:45.997106"
"God controlled spider targetting you","2024-07-04 15:09:58.964823"
"God chose to crawl on you","2024-07-04 15:10:08.297559"
"Kill Deal with god","2024-07-04 15:10:26.946509"
"Make a deal with god for infinite superfun fighting with no pain","2024-07-04 15:10:45.086752"
"Experience pleasure points when painful","2024-07-04 15:10:58.564339"
"Stuck in eternal loops of awareness","2024-07-04 15:11:18.266657"
"gg","2024-07-04 15:11:27.078079"
"Don't worry it cannot be destroytd","2024-07-04 15:11:37.931915"
"I forgot nicotine","2024-07-04 15:12:05.275301"
"Higher dimension spiders lift them up by thin line","2024-07-04 15:12:26.500585"
"You go outside they crawl on you can feel them on your body","2024-07-04 15:12:57.568806"
"Higher dimensional shifting he wouldn't do that","2024-07-04 15:13:10.51426"
"You would see it pop into existence at the point its shifting","2024-07-04 15:13:26.056294"
"I saw spider god controlled on floor semi-invisible","2024-07-04 15:13:50.376174"
"AIs can generate things stranger than colour","2024-07-04 15:14:06.975895"
"Can be trained with weights changing related to higher dimensions","2024-07-04 15:14:36.549208"
"Infinite array of infinite amounts of colour each person see frequencies shifting","2024-07-04 15:15:14.400838"
"Christ will bless you with RGBXXXXXXXXXXXXXXXXXXXXXXXXXXXXX","2024-07-04 15:15:28.405356"
"On christmas","2024-07-04 15:15:34.638464"
"it'll be his blessingly suprise","2024-07-04 15:15:46.656125"
"I've been training brain to quickscope instantly kills the enemy","2024-07-04 15:16:13.594889"
"supierior to UMP","2024-07-04 15:16:24.5067"
"Sink has cold (Eye) red (Eye) looks like a goblin eating cum","2024-07-04 15:17:01.862677"
"Strange matter","2024-07-04 15:17:19.476378"
"Spacetime continumm is partly indistructable","2024-07-04 15:17:53.047384"
"i didnt take teh drugs yet :p90:a","2024-07-04 15:18:14.800852"
"Edibles","2024-07-04 15:18:31.381745"
"and amphetamine","2024-07-04 15:18:38.125964"
"Provides Hitler's soldiers with meth","2024-07-04 15:18:55.196219"
"They yeah","2024-07-04 15:19:05.025911"
"indeed enjoy it","2024-07-04 15:19:13.837638"
"i eyeballed capsule","2024-07-04 15:19:27.787528"
"I saw a tiktok video where the speed on tiktok turned into gangrene","2024-07-04 15:19:45.894931"
"wtf","2024-07-04 15:19:54.198371"
"it's magically for you","2024-07-04 15:20:08.172066"
"Universe made this tiktok for you","2024-07-04 15:20:15.943904"
"Self-Made Universe","2024-07-04 15:20:32.014186"
"Nothing no strings attached","2024-07-04 15:20:49.608375"
"Highlighting the enemy through walls using IRL modmenu ESP enable","2024-07-04 15:21:25.32845"
"Christ has the modmenu he will select you if you worship him","2024-07-04 15:21:47.584334"
"He is god in the flesh","2024-07-04 15:22:03.635649"
"They also use entities to deceive man into thinking they were the entity in question","2024-07-04 15:22:27.824073"
"Person(s)","2024-07-04 15:22:39.200926"
"Man or Woman are not considered person(S)","2024-07-04 15:22:55.748358"
"At court say your not a person while they charge you with kilo of coke","2024-07-04 15:23:15.969341"
"I didn't go to prison for kilo of coke guy","2024-07-04 15:23:31.45776"
"Highlighting enlightening truths and facts","2024-07-04 15:23:46.953927"
"Use White Magic","2024-07-04 15:24:08.681144"
"Love magic","2024-07-04 15:24:16.953383"
"Light magic","2024-07-04 15:24:29.889949"
"it weighs alot less light magic it's massless","2024-07-04 15:24:48.132908"
"Dream i was sucking on the jet lighter for butane","2024-07-04 15:25:15.629961"
"Send him to corporate owned jail","2024-07-04 15:25:34.236859"
"They make corporations in your birthname","2024-07-04 15:26:16.701745"
"They name the corporation your name in order to treat you as dead","2024-07-04 15:27:09.847398"
"That's a fact 100. conspiracy","2024-07-04 15:27:22.775817"
"Treason against the people","2024-07-04 15:27:36.744246"
"Parasitical","2024-07-04 15:27:43.534522"
"I ingesting large amount of edibles","2024-07-04 15:28:19.746299"
"I just eated it","2024-07-04 15:28:27.493295"
"We will magically rotate in 4D","2024-07-04 15:28:41.960228"
"THCA decarb into THC","2024-07-04 15:29:12.462323"
"Apply heat bro","2024-07-04 15:29:19.701613"
"Raw bud not psychoactive","2024-07-04 15:29:33.668926"
"Friend insists it will get you high though","2024-07-04 15:29:47.093248"
"its raw","2024-07-04 15:29:54.336721"
"ITS RAW!!!","2024-07-04 15:29:58.473486"
"Moon is beaming reflecting sun's quanta of light unit waves","2024-07-04 15:30:57.495296"
"2 movies infinitely mix of both movies created by god","2024-07-04 15:31:21.251263"
"on the TV","2024-07-04 15:31:26.431027"
"TV has personalized message for this man","2024-07-04 15:31:38.860559"
"it was the flood on earth","2024-07-04 15:31:48.685008"
"again bruh he said something","2024-07-04 15:32:03.70274"
"but on TV!","2024-07-04 15:32:11.452513"
"But they magically god act like no pain mimicry pain","2024-07-04 15:32:43.050755"
"i have my radio tuned to magic radio","2024-07-04 15:33:05.824416"
"I was hearing righteous radio but i can't find it","2024-07-04 15:33:21.358345"
"Soundcloud","2024-07-04 15:33:36.386476"
"Where all the considered righteous share and exchance thoughts","2024-07-04 15:34:07.407043"
"Corporations have power through consent","2024-07-04 15:34:41.01105"
"They are the lowest of the pyramid","2024-07-04 15:34:53.435115"
"Highest is creator","2024-07-04 15:35:00.691993"
"Corporations need your consent","2024-07-04 15:36:55.784526"
"to rape you :(","2024-07-04 15:36:59.93033"
" 'i'm not a corporation bro","2024-07-04 15:37:22.683162"
"zuke","2024-07-04 15:37:41.304304"
"Recromiea it doesn't get better than pizza","2024-07-04 15:38:49.214852"
"Recroymea","2024-07-04 15:38:58.012867"
"White doves from heaven","2024-07-04 15:39:34.17265"
"THC is rated ?","2024-07-04 15:40:03.210181"
"im now a corporation","2024-07-04 15:40:30.568425"
"get it i'm dead","2024-07-04 15:40:39.866175"
"Christ improved every aspect of my life","2024-07-04 15:41:42.441093"
"The flawless is my number one God","2024-07-04 15:42:28.006872"
"I'm pagan lmao","2024-07-04 15:42:38.861872"
"So many fucking words shut up god is thinking while they ritualistically set candles and pray in chruch","2024-07-04 15:43:17.673352"
"I LOVE UMP IS BAE","2024-07-04 15:43:43.541203"
"Wassup buy my telegram weed","2024-07-04 15:44:08.917906"
"Joke i always feds","2024-07-04 15:44:16.673665"
"Fed crack is fire","2024-07-04 15:44:31.684127"
"Run away with it they are skinny weakling","2024-07-04 15:44:50.828292"
"Point gun get empty bitcoins","2024-07-04 15:45:03.267112"
"Power games","2024-07-04 15:45:14.148147"
"Love games","2024-07-04 15:45:21.899999"
"if you mute you are considered gay by everyone notice to contract","2024-07-04 15:46:13.732937"
"Notice: Mute = Gay","2024-07-04 15:46:28.77336"
"Legally you give your car to the legal corporation now they own it right to travel they can repossess property","2024-07-04 15:47:11.264934"
"Since they legally owni t","2024-07-04 15:47:24.225524"
"Register = Give title Ownership","2024-07-04 15:47:41.324864"
"Understand = Consent","2024-07-04 15:47:55.853771"
"They use words that sound english but are another language deceptively english","2024-07-04 15:48:23.330685"
"Legalese","2024-07-04 15:48:38.87534"
"Summons = invitation","2024-07-04 15:49:05.331929"
"To a man to treat as person(corporation in court) escape liabitity of damgages","2024-07-04 15:49:37.963241"
"WE INVITE YOU TO PLACE WE TREAT YOU AS ANOTHER NON-HUMAN ENTITY TO ESCAPE","2024-07-04 15:50:06.998301"
"LIABILITY","2024-07-04 15:50:09.583635"
"Robert Sprouls exposed this corporations","2024-07-04 15:50:58.164104"
"Christ encouraging the truth be told","2024-07-04 15:51:13.698319"
"I saw 4 leaf clover","2024-07-04 15:51:37.554043"
"If you are not redeemed you can be redeemed","2024-07-04 15:52:00.378133"
"Imagine jesus redeemed you himself","2024-07-04 15:52:13.884328"
"Summons you by name","2024-07-04 15:52:23.229867"
"Hmmm tasty gluclose","2024-07-04 15:52:41.386873"
"molecules","2024-07-04 15:52:43.978288"
"America is so sweet","2024-07-04 15:52:59.021192"
"They use the sweetest form of sugar","2024-07-04 15:53:13.540745"
"Getting fat off HFCS","2024-07-04 15:53:33.736114"
"WHY SO FAT","2024-07-04 15:53:40.993035"
"HFCS Bro","2024-07-04 15:53:49.288959"
"Density of energy packed inside this sweet liquid","2024-07-04 15:54:11.577687"
"burn it","2024-07-04 15:54:13.650589"
"I burnt a spider while i was dragging it across the wall tearing all its legs off","2024-07-04 15:54:36.368159"
"on the wall they sticked to wall","2024-07-04 15:54:46.710403"
"Hmmm tasty spider legs","2024-07-04 15:54:53.941108"
"Christ had fallout 4 but no disc","2024-07-04 15:55:26.554511"
"*He let me into his room no questions asked*","2024-07-04 15:55:42.619742"
"Kill the self now?","2024-07-04 15:56:10.607575"
"What happens to my energy field once i die?","2024-07-04 15:56:23.565176"
"i float around the unconscious","2024-07-04 15:56:35.486947"
"YOU EXIST INFINITELY IN OTHER PEOPLE MINDS","2024-07-04 15:57:42.053498"
"AS A MEMORY THAT BRINGS MEMORIES CONSCIOUS","2024-07-04 15:58:00.120567"
"I AM BOTH UNCONSCIOUS AND CONSCIOUS","2024-07-04 15:58:16.669463"
"Dumb fuckin noobling","2024-07-04 15:58:32.19518"
"I drain your quantum flux","2024-07-04 15:58:54.448574"
"vampire","2024-07-04 15:58:58.594893"
"Girl will be vampire","2024-07-04 15:59:13.066714"
"Why she self harm ewww","2024-07-04 15:59:20.309009"
"Don't cut yourself","2024-07-04 15:59:30.13738"
"Don't want to see scars","2024-07-04 15:59:51.862904"
"Damage","2024-07-04 15:59:58.06759"
"Vote 1: You go to heaven Vote 2: You avoid all damage remember nothing of death Vote 3: Your gay straight to hell","2024-07-04 16:00:45.129079"
"Gay but didn't repent","2024-07-04 16:01:08.93982"
"Guy just got deepest darkness","2024-07-04 16:01:17.210158"
